site;code insee;période;heure;zone;comptage - entrées
Rennes les champs libres;35238;28/05/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;28/05/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;28/05/2013;18:00;RdC champs libres, rdc 3;155
Rennes les champs libres;35238;28/05/2013;18:00;RdC champs libres, rdc 4;37
Rennes les champs libres;35238;28/05/2013;18:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;28/05/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;64
Rennes les champs libres;35238;28/05/2013;19:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;28/05/2013;19:00;RdC champs libres, rdc 3;75
Rennes les champs libres;35238;28/05/2013;19:00;RdC champs libres, rdc 4;30
Rennes les champs libres;35238;28/05/2013;19:00;RdC champs libres, rdc retour;1
Rennes les champs libres;35238;28/05/2013;19:00;RdC vie du citoyen, rdc vie du citoyen;42
Rennes les champs libres;35238;28/05/2013;20:00;1er étage vie du citoyen, 1er etage vie du citoyen;2
Rennes les champs libres;35238;28/05/2013;20:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;28/05/2013;20:00;RdC champs libres, rdc 3;32
Rennes les champs libres;35238;28/05/2013;20:00;RdC champs libres, rdc 4;9
Rennes les champs libres;35238;28/05/2013;20:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;28/05/2013;20:00;RdC vie du citoyen, rdc vie du citoyen;10
Rennes les champs libres;35238;29/05/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;29/05/2013;12:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;29/05/2013;12:00;RdC champs libres, rdc 3;143
Rennes les champs libres;35238;29/05/2013;12:00;RdC champs libres, rdc 4;47
Rennes les champs libres;35238;29/05/2013;12:00;RdC champs libres, rdc retour;28
Rennes les champs libres;35238;29/05/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;60
Rennes les champs libres;35238;29/05/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;29/05/2013;13:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;29/05/2013;13:00;RdC champs libres, rdc 3;186
Rennes les champs libres;35238;29/05/2013;13:00;RdC champs libres, rdc 4;71
Rennes les champs libres;35238;29/05/2013;13:00;RdC champs libres, rdc retour;5
Rennes les champs libres;35238;29/05/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;29/05/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;29/05/2013;14:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;29/05/2013;14:00;RdC champs libres, rdc 3;321
Rennes les champs libres;35238;29/05/2013;14:00;RdC champs libres, rdc 4;81
Rennes les champs libres;35238;29/05/2013;14:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;29/05/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;86
Rennes les champs libres;35238;29/05/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;29/05/2013;15:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;29/05/2013;15:00;RdC champs libres, rdc 3;290
Rennes les champs libres;35238;29/05/2013;15:00;RdC champs libres, rdc 4;89
Rennes les champs libres;35238;29/05/2013;15:00;RdC champs libres, rdc retour;21
Rennes les champs libres;35238;29/05/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;102
Rennes les champs libres;35238;29/05/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;29/05/2013;16:00;RdC champs libres, rdc 2;15
Rennes les champs libres;35238;29/05/2013;16:00;RdC champs libres, rdc 3;271
Rennes les champs libres;35238;29/05/2013;16:00;RdC champs libres, rdc 4;61
Rennes les champs libres;35238;29/05/2013;16:00;RdC champs libres, rdc retour;24
Rennes les champs libres;35238;29/05/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;103
Rennes les champs libres;35238;29/05/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;29/05/2013;17:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;29/05/2013;17:00;RdC champs libres, rdc 3;224
Rennes les champs libres;35238;29/05/2013;17:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;29/05/2013;17:00;RdC champs libres, rdc retour;22
Rennes les champs libres;35238;29/05/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;77
Rennes les champs libres;35238;29/05/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;29/05/2013;18:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;29/05/2013;18:00;RdC champs libres, rdc 3;120
Rennes les champs libres;35238;29/05/2013;18:00;RdC champs libres, rdc 4;40
Rennes les champs libres;35238;29/05/2013;18:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;29/05/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;30
Rennes les champs libres;35238;30/05/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;30/05/2013;12:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;30/05/2013;12:00;RdC champs libres, rdc 3;100
Rennes les champs libres;35238;30/05/2013;12:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;30/05/2013;12:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;30/05/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;82
Rennes les champs libres;35238;30/05/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;30/05/2013;13:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;30/05/2013;13:00;RdC champs libres, rdc 3;128
Rennes les champs libres;35238;30/05/2013;13:00;RdC champs libres, rdc 4;52
Rennes les champs libres;35238;30/05/2013;13:00;RdC champs libres, rdc retour;3
Rennes les champs libres;35238;30/05/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;30/05/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;30/05/2013;14:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;30/05/2013;14:00;RdC champs libres, rdc 3;165
Rennes les champs libres;35238;30/05/2013;14:00;RdC champs libres, rdc 4;59
Rennes les champs libres;35238;30/05/2013;14:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;30/05/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;93
Rennes les champs libres;35238;30/05/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;30/05/2013;15:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;30/05/2013;15:00;RdC champs libres, rdc 3;167
Rennes les champs libres;35238;30/05/2013;15:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;30/05/2013;15:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;30/05/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;90
Rennes les champs libres;35238;30/05/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;22
Rennes les champs libres;35238;30/05/2013;16:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;30/05/2013;16:00;RdC champs libres, rdc 3;179
Rennes les champs libres;35238;30/05/2013;16:00;RdC champs libres, rdc 4;78
Rennes les champs libres;35238;30/05/2013;16:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;30/05/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;105
Rennes les champs libres;35238;30/05/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;30/05/2013;17:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;30/05/2013;17:00;RdC champs libres, rdc 3;157
Rennes les champs libres;35238;30/05/2013;17:00;RdC champs libres, rdc 4;46
Rennes les champs libres;35238;30/05/2013;17:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;30/05/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;87
Rennes les champs libres;35238;30/05/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;7
Rennes les champs libres;35238;30/05/2013;18:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;30/05/2013;18:00;RdC champs libres, rdc 3;99
Rennes les champs libres;35238;30/05/2013;18:00;RdC champs libres, rdc 4;31
Rennes les champs libres;35238;30/05/2013;18:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;30/05/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;46
Rennes les champs libres;35238;31/05/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;31/05/2013;12:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;31/05/2013;12:00;RdC champs libres, rdc 3;120
Rennes les champs libres;35238;31/05/2013;12:00;RdC champs libres, rdc 4;46
Rennes les champs libres;35238;31/05/2013;12:00;RdC champs libres, rdc retour;12
Rennes les champs libres;35238;31/05/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;51
Rennes les champs libres;35238;31/05/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;31/05/2013;13:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;31/05/2013;13:00;RdC champs libres, rdc 3;102
Rennes les champs libres;35238;31/05/2013;13:00;RdC champs libres, rdc 4;43
Rennes les champs libres;35238;31/05/2013;13:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;31/05/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;55
Rennes les champs libres;35238;31/05/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;31/05/2013;14:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;31/05/2013;14:00;RdC champs libres, rdc 3;143
Rennes les champs libres;35238;31/05/2013;14:00;RdC champs libres, rdc 4;34
Rennes les champs libres;35238;31/05/2013;14:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;31/05/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;63
Rennes les champs libres;35238;31/05/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;31/05/2013;15:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;31/05/2013;15:00;RdC champs libres, rdc 3;192
Rennes les champs libres;35238;31/05/2013;15:00;RdC champs libres, rdc 4;64
Rennes les champs libres;35238;31/05/2013;15:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;31/05/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;76
Rennes les champs libres;35238;31/05/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;5
Rennes les champs libres;35238;31/05/2013;16:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;31/05/2013;16:00;RdC champs libres, rdc 3;144
Rennes les champs libres;35238;31/05/2013;16:00;RdC champs libres, rdc 4;51
Rennes les champs libres;35238;31/05/2013;16:00;RdC champs libres, rdc retour;12
Rennes les champs libres;35238;31/05/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;91
Rennes les champs libres;35238;31/05/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;18
Rennes les champs libres;35238;31/05/2013;17:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;31/05/2013;17:00;RdC champs libres, rdc 3;153
Rennes les champs libres;35238;31/05/2013;17:00;RdC champs libres, rdc 4;60
Rennes les champs libres;35238;31/05/2013;17:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;31/05/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;69
Rennes les champs libres;35238;31/05/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;4
Rennes les champs libres;35238;31/05/2013;18:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;31/05/2013;18:00;RdC champs libres, rdc 3;104
Rennes les champs libres;35238;31/05/2013;18:00;RdC champs libres, rdc 4;22
Rennes les champs libres;35238;31/05/2013;18:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;31/05/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;33
Rennes les champs libres;35238;01/06/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;01/06/2013;14:00;RdC champs libres, rdc 2;10
Rennes les champs libres;35238;01/06/2013;14:00;RdC champs libres, rdc 3;278
Rennes les champs libres;35238;01/06/2013;14:00;RdC champs libres, rdc 4;62
Rennes les champs libres;35238;01/06/2013;14:00;RdC champs libres, rdc retour;32
Rennes les champs libres;35238;01/06/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;92
Rennes les champs libres;35238;01/06/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;8
Rennes les champs libres;35238;01/06/2013;15:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;01/06/2013;15:00;RdC champs libres, rdc 3;286
Rennes les champs libres;35238;01/06/2013;15:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;01/06/2013;15:00;RdC champs libres, rdc retour;26
Rennes les champs libres;35238;01/06/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;94
Rennes les champs libres;35238;01/06/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;01/06/2013;16:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;01/06/2013;16:00;RdC champs libres, rdc 3;226
Rennes les champs libres;35238;01/06/2013;16:00;RdC champs libres, rdc 4;68
Rennes les champs libres;35238;01/06/2013;16:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;01/06/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;67
Rennes les champs libres;35238;01/06/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;01/06/2013;17:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;01/06/2013;17:00;RdC champs libres, rdc 3;233
Rennes les champs libres;35238;01/06/2013;17:00;RdC champs libres, rdc 4;72
Rennes les champs libres;35238;01/06/2013;17:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;01/06/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;65
Rennes les champs libres;35238;01/06/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;01/06/2013;18:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;01/06/2013;18:00;RdC champs libres, rdc 3;134
Rennes les champs libres;35238;01/06/2013;18:00;RdC champs libres, rdc 4;49
Rennes les champs libres;35238;01/06/2013;18:00;RdC champs libres, rdc retour;23
Rennes les champs libres;35238;01/06/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;40
Rennes les champs libres;35238;02/06/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;55
Rennes les champs libres;35238;02/06/2013;14:00;RdC champs libres, rdc 2;11
Rennes les champs libres;35238;02/06/2013;14:00;RdC champs libres, rdc 3;159
Rennes les champs libres;35238;02/06/2013;14:00;RdC champs libres, rdc 4;78
Rennes les champs libres;35238;02/06/2013;14:00;RdC champs libres, rdc retour;38
Rennes les champs libres;35238;02/06/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;183
Rennes les champs libres;35238;02/06/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;21
Rennes les champs libres;35238;02/06/2013;15:00;RdC champs libres, rdc 3;209
Rennes les champs libres;35238;02/06/2013;15:00;RdC champs libres, rdc 4;71
Rennes les champs libres;35238;02/06/2013;15:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;02/06/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;99
Rennes les champs libres;35238;02/06/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;23
Rennes les champs libres;35238;02/06/2013;16:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;02/06/2013;16:00;RdC champs libres, rdc 3;193
Rennes les champs libres;35238;02/06/2013;16:00;RdC champs libres, rdc 4;72
Rennes les champs libres;35238;02/06/2013;16:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;02/06/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;101
Rennes les champs libres;35238;02/06/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;02/06/2013;17:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;02/06/2013;17:00;RdC champs libres, rdc 3;175
Rennes les champs libres;35238;02/06/2013;17:00;RdC champs libres, rdc 4;47
Rennes les champs libres;35238;02/06/2013;17:00;RdC champs libres, rdc retour;20
Rennes les champs libres;35238;02/06/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;73
Rennes les champs libres;35238;02/06/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;12
Rennes les champs libres;35238;02/06/2013;18:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;02/06/2013;18:00;RdC champs libres, rdc 3;114
Rennes les champs libres;35238;02/06/2013;18:00;RdC champs libres, rdc 4;43
Rennes les champs libres;35238;02/06/2013;18:00;RdC champs libres, rdc retour;26
Rennes les champs libres;35238;02/06/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;45
Rennes les champs libres;35238;04/06/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;3
Rennes les champs libres;35238;04/06/2013;12:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;04/06/2013;12:00;RdC champs libres, rdc 3;152
Rennes les champs libres;35238;04/06/2013;12:00;RdC champs libres, rdc 4;50
Rennes les champs libres;35238;04/06/2013;12:00;RdC champs libres, rdc retour;14
Rennes les champs libres;35238;04/06/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;68
Rennes les champs libres;35238;04/06/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;04/06/2013;13:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;04/06/2013;13:00;RdC champs libres, rdc 3;162
Rennes les champs libres;35238;04/06/2013;13:00;RdC champs libres, rdc 4;48
Rennes les champs libres;35238;04/06/2013;13:00;RdC champs libres, rdc retour;13
Rennes les champs libres;35238;04/06/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;60
Rennes les champs libres;35238;04/06/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;04/06/2013;14:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;04/06/2013;14:00;RdC champs libres, rdc 3;176
Rennes les champs libres;35238;04/06/2013;14:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;04/06/2013;14:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;04/06/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;76
Rennes les champs libres;35238;04/06/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;15
Rennes les champs libres;35238;04/06/2013;15:00;RdC champs libres, rdc 2;11
Rennes les champs libres;35238;04/06/2013;15:00;RdC champs libres, rdc 3;190
Rennes les champs libres;35238;04/06/2013;15:00;RdC champs libres, rdc 4;49
Rennes les champs libres;35238;04/06/2013;15:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;04/06/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;69
Rennes les champs libres;35238;04/06/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;7
Rennes les champs libres;35238;04/06/2013;16:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;04/06/2013;16:00;RdC champs libres, rdc 3;191
Rennes les champs libres;35238;04/06/2013;16:00;RdC champs libres, rdc 4;55
Rennes les champs libres;35238;04/06/2013;16:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;04/06/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;84
Rennes les champs libres;35238;04/06/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;17
Rennes les champs libres;35238;04/06/2013;17:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;04/06/2013;17:00;RdC champs libres, rdc 3;213
Rennes les champs libres;35238;04/06/2013;17:00;RdC champs libres, rdc 4;39
Rennes les champs libres;35238;04/06/2013;17:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;04/06/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;46
Rennes les champs libres;35238;04/06/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;14
Rennes les champs libres;35238;04/06/2013;18:00;RdC champs libres, rdc 2;3
Rennes les champs libres;35238;04/06/2013;18:00;RdC champs libres, rdc 3;133
Rennes les champs libres;35238;04/06/2013;18:00;RdC champs libres, rdc 4;40
Rennes les champs libres;35238;04/06/2013;18:00;RdC champs libres, rdc retour;12
Rennes les champs libres;35238;04/06/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;39
Rennes les champs libres;35238;04/06/2013;19:00;1er étage vie du citoyen, 1er etage vie du citoyen;1
Rennes les champs libres;35238;04/06/2013;19:00;RdC champs libres, rdc 2;1
Rennes les champs libres;35238;04/06/2013;19:00;RdC champs libres, rdc 3;78
Rennes les champs libres;35238;04/06/2013;19:00;RdC champs libres, rdc 4;28
Rennes les champs libres;35238;04/06/2013;19:00;RdC champs libres, rdc retour;6
Rennes les champs libres;35238;04/06/2013;19:00;RdC vie du citoyen, rdc vie du citoyen;22
Rennes les champs libres;35238;04/06/2013;20:00;1er étage vie du citoyen, 1er etage vie du citoyen;7
Rennes les champs libres;35238;04/06/2013;20:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;04/06/2013;20:00;RdC champs libres, rdc 3;38
Rennes les champs libres;35238;04/06/2013;20:00;RdC champs libres, rdc 4;15
Rennes les champs libres;35238;04/06/2013;20:00;RdC champs libres, rdc retour;7
Rennes les champs libres;35238;04/06/2013;20:00;RdC vie du citoyen, rdc vie du citoyen;13
Rennes les champs libres;35238;05/06/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;05/06/2013;12:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;05/06/2013;12:00;RdC champs libres, rdc 3;148
Rennes les champs libres;35238;05/06/2013;12:00;RdC champs libres, rdc 4;56
Rennes les champs libres;35238;05/06/2013;12:00;RdC champs libres, rdc retour;18
Rennes les champs libres;35238;05/06/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;54
Rennes les champs libres;35238;05/06/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;05/06/2013;13:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;05/06/2013;13:00;RdC champs libres, rdc 3;195
Rennes les champs libres;35238;05/06/2013;13:00;RdC champs libres, rdc 4;60
Rennes les champs libres;35238;05/06/2013;13:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;05/06/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;79
Rennes les champs libres;35238;05/06/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;9
Rennes les champs libres;35238;05/06/2013;14:00;RdC champs libres, rdc 2;6
Rennes les champs libres;35238;05/06/2013;14:00;RdC champs libres, rdc 3;266
Rennes les champs libres;35238;05/06/2013;14:00;RdC champs libres, rdc 4;61
Rennes les champs libres;35238;05/06/2013;14:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;05/06/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;65
Rennes les champs libres;35238;05/06/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;05/06/2013;15:00;RdC champs libres, rdc 2;7
Rennes les champs libres;35238;05/06/2013;15:00;RdC champs libres, rdc 3;238
Rennes les champs libres;35238;05/06/2013;15:00;RdC champs libres, rdc 4;57
Rennes les champs libres;35238;05/06/2013;15:00;RdC champs libres, rdc retour;16
Rennes les champs libres;35238;05/06/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;87
Rennes les champs libres;35238;05/06/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;23
Rennes les champs libres;35238;05/06/2013;16:00;RdC champs libres, rdc 2;8
Rennes les champs libres;35238;05/06/2013;16:00;RdC champs libres, rdc 3;218
Rennes les champs libres;35238;05/06/2013;16:00;RdC champs libres, rdc 4;63
Rennes les champs libres;35238;05/06/2013;16:00;RdC champs libres, rdc retour;28
Rennes les champs libres;35238;05/06/2013;16:00;RdC vie du citoyen, rdc vie du citoyen;81
Rennes les champs libres;35238;05/06/2013;17:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;05/06/2013;17:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;05/06/2013;17:00;RdC champs libres, rdc 3;195
Rennes les champs libres;35238;05/06/2013;17:00;RdC champs libres, rdc 4;45
Rennes les champs libres;35238;05/06/2013;17:00;RdC champs libres, rdc retour;10
Rennes les champs libres;35238;05/06/2013;17:00;RdC vie du citoyen, rdc vie du citoyen;67
Rennes les champs libres;35238;05/06/2013;18:00;1er étage vie du citoyen, 1er etage vie du citoyen;6
Rennes les champs libres;35238;05/06/2013;18:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;05/06/2013;18:00;RdC champs libres, rdc 3;103
Rennes les champs libres;35238;05/06/2013;18:00;RdC champs libres, rdc 4;17
Rennes les champs libres;35238;05/06/2013;18:00;RdC champs libres, rdc retour;11
Rennes les champs libres;35238;05/06/2013;18:00;RdC vie du citoyen, rdc vie du citoyen;36
Rennes les champs libres;35238;06/06/2013;12:00;1er étage vie du citoyen, 1er etage vie du citoyen;10
Rennes les champs libres;35238;06/06/2013;12:00;RdC champs libres, rdc 2;2
Rennes les champs libres;35238;06/06/2013;12:00;RdC champs libres, rdc 3;113
Rennes les champs libres;35238;06/06/2013;12:00;RdC champs libres, rdc 4;43
Rennes les champs libres;35238;06/06/2013;12:00;RdC champs libres, rdc retour;8
Rennes les champs libres;35238;06/06/2013;12:00;RdC vie du citoyen, rdc vie du citoyen;45
Rennes les champs libres;35238;06/06/2013;13:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
Rennes les champs libres;35238;06/06/2013;13:00;RdC champs libres, rdc 2;5
Rennes les champs libres;35238;06/06/2013;13:00;RdC champs libres, rdc 3;125
Rennes les champs libres;35238;06/06/2013;13:00;RdC champs libres, rdc 4;36
Rennes les champs libres;35238;06/06/2013;13:00;RdC champs libres, rdc retour;15
Rennes les champs libres;35238;06/06/2013;13:00;RdC vie du citoyen, rdc vie du citoyen;46
Rennes les champs libres;35238;06/06/2013;14:00;1er étage vie du citoyen, 1er etage vie du citoyen;11
Rennes les champs libres;35238;06/06/2013;14:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;06/06/2013;14:00;RdC champs libres, rdc 3;164
Rennes les champs libres;35238;06/06/2013;14:00;RdC champs libres, rdc 4;47
Rennes les champs libres;35238;06/06/2013;14:00;RdC champs libres, rdc retour;17
Rennes les champs libres;35238;06/06/2013;14:00;RdC vie du citoyen, rdc vie du citoyen;44
Rennes les champs libres;35238;06/06/2013;15:00;1er étage vie du citoyen, 1er etage vie du citoyen;16
Rennes les champs libres;35238;06/06/2013;15:00;RdC champs libres, rdc 2;4
Rennes les champs libres;35238;06/06/2013;15:00;RdC champs libres, rdc 3;155
Rennes les champs libres;35238;06/06/2013;15:00;RdC champs libres, rdc 4;40
Rennes les champs libres;35238;06/06/2013;15:00;RdC champs libres, rdc retour;9
Rennes les champs libres;35238;06/06/2013;15:00;RdC vie du citoyen, rdc vie du citoyen;70
Rennes les champs libres;35238;06/06/2013;16:00;1er étage vie du citoyen, 1er etage vie du citoyen;13
